Pago,DiasEnvio(Real),DiasEnvio(Programado),BeneficioPorPedido,EstadoEntrega,RiesgoEntregaTardia,Categoria,PaisCliente,IDCliente,SegmentoCliente,PaisPedido,FechaPedido,IDPedido,IDArticuloPedido,PrecioArticuloPedido,CantidadArticulosPedido,Ventas,TotalArticulosPedido,GananciaPorPedido,RegionPedido,DestinoPedido,EstadoPedido,IDProducto,CategoriaProducto,NombreProducto,PrecioProducto,FechaEnvio,ModoEnvio
TRANSFER,4,4,5.360.000.134,Shipping canceled,0,Hockey,EE. UU.,10042,Consumer,Brasil,01/11/2015 18:12,738,1815,22,1,22,1.847.999.954,5.360.000.134,South America,São Paulo,CANCELED,135,7,Nike Dri-FIT Crew Sock 6 Pack,22,1/15/2015 18:12,Standard Class
TRANSFER,3,4,1.385.999.966,Shipping canceled,0,Hockey,Puerto Rico,58,Consumer,Brasil,01/02/2015 16:38,117,272,22,3,66,49.5,1.385.999.966,South America,Paraná,SUSPECTED_FRAUD,135,7,Nike Dri-FIT Crew Sock 6 Pack,22,01/05/2015 16:38,Standard Class
PAYMENT,2,2,5,Shipping on time,0,Hockey,EE. UU.,9303,Consumer,Brasil,4/22/2017 22:38,57746,144477,25,2,50,50,5,South America,Río de Janeiro,PENDING_PAYMENT,134,7,Nike Women's Legend V-Neck T-Shirt,25,4/24/2017 22:38,Second Class
CASH,4,4,2.744.000.053,Shipping on time,0,Hockey,EE. UU.,11781,Home Office,Brasil,4/17/2017 17:13,57388,143539,25,4,100,98,2.744.000.053,South America,Bahía,CLOSED,134,7,Nike Women's Legend V-Neck T-Shirt,25,4/21/2017 17:13,Standard Class
TRANSFER,1,0,7.900.000.095,Late delivery,1,Hockey,Puerto Rico,4623,Consumer,Brasil,04/08/2017 23:00,56788,142021,25,1,25,21.75,7.900.000.095,South America,Paraíba,PENDING,134,7,Nike Women's Legend V-Neck T-Shirt,25,04/09/2017 11:00,Same Day
DEBIT,4,4,-2,Shipping on time,0,Hockey,Puerto Rico,2334,Consumer,Brasil,02/08/2017 16:37,52728,131821,25,4,100,80,-2,South America,Paraná,ON_HOLD,134,7,Nike Women's Legend V-Neck T-Shirt,25,02/12/2017 16:37,Standard Class
DEBIT,5,4,2.130.000.114,Late delivery,1,Hockey,EE. UU.,17,Consumer,Brasil,02/06/2017 21:10,52604,131487,25,1,25,24.5,2.130.000.114,South America,São Paulo,COMPLETE,134,7,Nike Women's Legend V-Neck T-Shirt,25,02/11/2017 21:10,Standard Class
PAYMENT,3,4,34.5,Advance shipping,0,Hockey,EE. UU.,4452,Consumer,Argentina,1/30/2017 23:48,52132,130244,25,4,100,75,34.5,South America,Mendoza,PENDING_PAYMENT,134,7,Nike Women's Legend V-Neck T-Shirt,25,02/02/2017 23:48,Standard Class
PAYMENT,6,4,36.75,Late delivery,1,Cardio Equipment,Puerto Rico,10067,Home Office,Argentina,3/13/2015 0:04,4865,12179,9.998.999.786,1,9.998.999.786,9.798.999.786,36.75,South America,Santa Fe,PAYMENT_REVIEW,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,3/19/2015 0:04,Standard Class
PAYMENT,6,4,-85.5,Late delivery,1,Fishing,Puerto Rico,10067,Home Office,Argentina,3/13/2015 0:04,4865,12177,399.980.011,1,399.980.011,379.980.011,-85.5,South America,Santa Fe,PAYMENT_REVIEW,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/19/2015 0:04,Standard Class
PAYMENT,3,4,-6.449.999.809,Advance shipping,0,Baseball & Softball,Puerto Rico,2958,Home Office,Brasil,4/20/2015 13:41,7507,18823,3.499.000.168,1,3.499.000.168,2.973.999.977,-6.449.999.809,South America,Rio Grande do Sul,PENDING_PAYMENT,37,3,adidas Kids' F5 Messi FG Soccer Cleat,3.499.000.168,4/23/2015 13:41,Standard Class
PAYMENT,2,4,34,Advance shipping,0,Cardio Equipment,Puerto Rico,5396,Home Office,Brasil,1/20/2015 2:57,1311,3244,9.998.999.786,1,9.998.999.786,9.998.999.786,34,South America,São Paulo,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,1/22/2015 2:57,Standard Class
PAYMENT,2,4,24.75,Advance shipping,0,Cardio Equipment,Puerto Rico,5396,Home Office,Brasil,1/20/2015 2:57,1311,3245,9.998.999.786,1,9.998.999.786,7.498.999.786,24.75,South America,São Paulo,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,1/22/2015 2:57,Standard Class
PAYMENT,6,4,4.718.999.863,Late delivery,1,Men's Footwear,Puerto Rico,5306,Home Office,Brasil,1/26/2017 14:00,51830,129498,1.299.900.055,1,1.299.900.055,1.299.900.055,4.718.999.863,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,02/01/2017 14:00,Standard Class
PAYMENT,3,4,8.109.999.657,Advance shipping,0,Men's Footwear,Puerto Rico,8602,Home Office,Argentina,1/22/2017 23:07,51582,128897,1.299.900.055,1,1.299.900.055,1.286.900.024,8.109.999.657,South America,Santa Fe,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,1/25/2017 23:07,Standard Class
PAYMENT,4,4,-8.916.999.817,Shipping on time,0,Men's Footwear,Puerto Rico,8707,Home Office,Brasil,4/20/2017 22:17,57608,144100,1.299.900.055,1,1.299.900.055,1.273.899.994,-8.916.999.817,South America,Río de Janeiro,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/24/2017 22:17,Standard Class
PAYMENT,2,4,-6.619.999.695,Advance shipping,0,Men's Footwear,Puerto Rico,1601,Home Office,Brasil,3/22/2015 12:09,5516,13769,1.299.900.055,1,1.299.900.055,1.260.899.963,-6.619.999.695,South America,Río Grande del Norte,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,3/24/2015 12:09,Standard Class
PAYMENT,2,4,5.740.000.153,Advance shipping,0,Men's Footwear,Puerto Rico,92,Home Office,Argentina,5/27/2017 21:43,60141,150509,1.299.900.055,1,1.299.900.055,1.247.900.009,5.740.000.153,South America,Buenos Aires,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,5/29/2017 21:43,Standard Class
PAYMENT,3,4,4.056.000.137,Advance shipping,0,Men's Footwear,Puerto Rico,2958,Home Office,Brasil,4/20/2015 13:41,7507,18822,1.299.900.055,1,1.299.900.055,1.247.900.009,4.056.000.137,South America,Rio Grande do Sul,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/23/2015 13:41,Standard Class
PAYMENT,4,4,-3.75,Shipping on time,0,Cleats,Puerto Rico,11522,Home Office,Argentina,06/01/2017 16:17,60468,151316,5.999.000.168,1,5.999.000.168,5.279.000.092,-3.75,South America,Santa Fe,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/05/2017 16:17,Standard Class
PAYMENT,6,4,2.504.999.924,Late delivery,1,Cleats,Puerto Rico,10845,Home Office,Brasil,2/28/2015 21:17,4035,10038,5.999.000.168,1,5.999.000.168,5.218.999.863,2.504.999.924,South America,São Paulo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,03/06/2015 21:17,Standard Class
PAYMENT,6,4,-2.167.000.008,Late delivery,1,Cleats,Puerto Rico,2706,Home Office,Brasil,6/16/2017 23:05,61515,153828,5.999.000.168,1,5.999.000.168,5.099.000.168,-2.167.000.008,South America,Marañón,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,6/22/2017 23:05,Standard Class
PAYMENT,2,4,1.326.000.023,Advance shipping,0,Cleats,Puerto Rico,5396,Home Office,Brasil,1/20/2015 2:57,1311,3242,5.999.000.168,1,5.999.000.168,5.099.000.168,1.326.000.023,South America,São Paulo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,1/22/2015 2:57,Standard Class
PAYMENT,6,4,2.469.000.053,Late delivery,1,Cleats,Puerto Rico,2706,Home Office,Brasil,6/16/2017 23:05,61515,153827,5.999.000.168,1,5.999.000.168,5.038.999.939,2.469.000.053,South America,Marañón,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,6/22/2017 23:05,Standard Class
PAYMENT,3,4,5.329.999.924,Advance shipping,0,Men's Footwear,Puerto Rico,4311,Home Office,Brasil,6/15/2017 0:29,61382,153552,1.299.900.055,1,1.299.900.055,1.065.899.963,5.329.999.924,South America,Ceará,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,6/18/2017 0:29,Standard Class
PAYMENT,5,4,1.560.000.038,Late delivery,1,Cleats,Puerto Rico,6459,Home Office,Brasil,3/31/2017 5:09,56189,140542,5.999.000.168,1,5.999.000.168,4.799.000.168,1.560.000.038,South America,Pará,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,04/05/2017 5:09,Standard Class
PAYMENT,4,4,3.515.000.153,Shipping on time,0,Men's Footwear,Puerto Rico,342,Home Office,Brasil,3/22/2017 17:36,55608,139090,1.299.900.055,1,1.299.900.055,1.039.899.979,3.515.000.153,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,3/26/2017 17:36,Standard Class
PAYMENT,6,4,2.680.999.947,Late delivery,1,Men's Footwear,Puerto Rico,5306,Home Office,Brasil,1/26/2017 14:00,51830,129501,1.299.900.055,1,1.299.900.055,9.748.999.786,2.680.999.947,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,02/01/2017 14:00,Standard Class
PAYMENT,6,4,2.535.000.038,Late delivery,1,Men's Footwear,Puerto Rico,9114,Home Office,Brasil,4/14/2015 22:06,7120,17835,1.299.900.055,1,1.299.900.055,9.748.999.786,2.535.000.038,South America,Minas Gerais,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/20/2015 22:06,Standard Class
PAYMENT,6,4,0,Late delivery,1,Men's Footwear,Puerto Rico,10845,Home Office,Brasil,2/28/2015 21:17,4035,10037,1.299.900.055,1,1.299.900.055,9.748.999.786,0,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,03/06/2015 21:17,Standard Class
PAYMENT,3,4,4.386.999.893,Advance shipping,0,Men's Footwear,Puerto Rico,5425,Home Office,Brasil,2/21/2015 23:34,3562,8866,1.299.900.055,1,1.299.900.055,9.748.999.786,4.386.999.893,South America,Río Grande del Norte,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/24/2015 23:34,Standard Class
PAYMENT,2,4,183.199.997,Advance shipping,0,Women's Apparel,Puerto Rico,8984,Home Office,Brasil,1/20/2015 18:43,1356,3358,50,1,50,49.5,183.199.997,South America,Bahía,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,1/22/2015 18:43,Standard Class
PAYMENT,3,4,-2.839.999.914,Advance shipping,0,Women's Apparel,Puerto Rico,116,Home Office,Brasil,3/27/2015 11:37,5857,14575,50,1,50,40,-2.839.999.914,South America,Pará,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,3/30/2015 11:37,Standard Class
PAYMENT,4,4,96,Shipping on time,0,Fishing,Puerto Rico,2582,Home Office,Brasil,5/28/2015 9:25,10098,25231,399.980.011,1,399.980.011,399.980.011,96,South America,Minas Gerais,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2015 9:25,Standard Class
PAYMENT,4,4,1.861.100.006,Shipping on time,0,Fishing,Puerto Rico,2582,Home Office,Brasil,5/28/2015 9:25,10098,25230,399.980.011,1,399.980.011,395.980.011,1.861.100.006,South America,Minas Gerais,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2015 9:25,Standard Class
PAYMENT,4,4,1.117.000.008,Shipping on time,0,Camping & Hiking,Puerto Rico,10492,Home Office,Argentina,2/19/2017 13:37,53473,133616,299.980.011,1,299.980.011,293.980.011,1.117.000.008,South America,San Juan,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,2/23/2017 13:37,Standard Class
PAYMENT,3,4,1.201.900.024,Advance shipping,0,Fishing,Puerto Rico,2958,Home Office,Brasil,4/20/2015 13:41,7507,18824,399.980.011,1,399.980.011,383.980.011,1.201.900.024,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/23/2015 13:41,Standard Class
PAYMENT,6,4,38,Late delivery,1,Fishing,Puerto Rico,4257,Home Office,Brasil,01/03/2015 0:41,140,328,399.980.011,1,399.980.011,379.980.011,38,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,01/09/2015 0:41,Standard Class
PAYMENT,2,4,1.255.699.997,Advance shipping,0,Camping & Hiking,Puerto Rico,8984,Home Office,Brasil,1/20/2015 18:43,1356,3359,299.980.011,1,299.980.011,272.980.011,1.255.699.997,South America,Bahía,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,1/22/2015 18:43,Standard Class
PAYMENT,4,4,2.322.999.954,Shipping on time,0,Camping & Hiking,Puerto Rico,10453,Home Office,Brasil,2/27/2017 9:03,54008,135044,299.980.011,1,299.980.011,263.980.011,2.322.999.954,South America,Santa Catarina,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,03/03/2017 9:03,Standard Class
PAYMENT,4,4,9.238.999.939,Shipping on time,0,Camping & Hiking,Puerto Rico,7531,Home Office,Brasil,3/27/2015 11:58,5858,14577,299.980.011,1,299.980.011,263.980.011,9.238.999.939,South America,Pará,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/31/2015 11:58,Standard Class
PAYMENT,2,4,-1.187.900.009,Advance shipping,0,Camping & Hiking,Puerto Rico,1601,Home Office,Brasil,3/22/2015 12:09,5516,13770,299.980.011,1,299.980.011,263.980.011,-1.187.900.009,South America,Río Grande del Norte,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/24/2015 12:09,Standard Class
PAYMENT,2,4,3.112.000.084,Advance shipping,0,Camping & Hiking,Puerto Rico,5396,Home Office,Brasil,1/20/2015 2:57,1311,3243,299.980.011,1,299.980.011,2.489.799.957,3.112.000.084,South America,São Paulo,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,1/22/2015 2:57,Standard Class
PAYMENT,2,4,5.165.999.985,Advance shipping,0,Camping & Hiking,Puerto Rico,12056,Home Office,Brasil,3/16/2017 17:16,55196,138037,299.980.011,1,299.980.011,2.459.799.957,5.165.999.985,South America,São Paulo,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/18/2017 17:16,Standard Class
PAYMENT,5,4,56.25,Late delivery,1,Camping & Hiking,Puerto Rico,2851,Home Office,Brasil,3/18/2017 5:21,55299,138294,299.980.011,1,299.980.011,2.249.900.055,56.25,South America,Piauí,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/23/2017 5:21,Standard Class
PAYMENT,4,4,7.604.000.092,Shipping on time,0,Camping & Hiking,Puerto Rico,8859,Home Office,Brasil,3/13/2017 2:22,54948,137423,299.980.011,1,299.980.011,2.249.900.055,7.604.000.092,South America,São Paulo,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/17/2017 2:22,Standard Class
PAYMENT,6,4,1.034.899.979,Late delivery,1,Camping & Hiking,Puerto Rico,4257,Home Office,Brasil,01/03/2015 0:41,140,327,299.980.011,1,299.980.011,2.249.900.055,1.034.899.979,South America,Rio Grande do Sul,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,01/09/2015 0:41,Standard Class
DEBIT,3,2,32.5,Late delivery,1,Men's Footwear,Puerto Rico,1786,Consumer,Brasil,5/27/2015 10:18,10032,25064,1.299.900.055,1,1.299.900.055,1.299.900.055,32.5,South America,Alagoas,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,5/30/2015 10:18,Second Class
DEBIT,3,2,1.247.000.027,Late delivery,1,Cleats,Puerto Rico,5125,Consumer,Brasil,5/27/2015 5:03,10017,25023,5.999.000.168,1,5.999.000.168,5.938.999.939,1.247.000.027,South America,Santa Catarina,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,5/30/2015 5:03,Second Class
DEBIT,2,2,4.866.999.817,Shipping on time,0,Men's Footwear,Puerto Rico,7749,Consumer,Brasil,4/22/2017 12:08,57716,144389,1.299.900.055,1,1.299.900.055,1.247.900.009,4.866.999.817,South America,Río de Janeiro,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/24/2017 12:08,Second Class
DEBIT,4,2,-1.356.000.042,Late delivery,1,Cleats,Puerto Rico,5992,Consumer,Brasil,06/07/2017 17:40,60883,152342,5.999.000.168,1,5.999.000.168,5.699.000.168,-1.356.000.042,South America,São Paulo,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/11/2017 17:40,Second Class
DEBIT,5,2,9.260.000.229,Late delivery,1,Men's Footwear,Puerto Rico,4490,Consumer,Argentina,4/30/2017 15:37,58274,145817,1.299.900.055,1,1.299.900.055,1.234.899.979,9.260.000.229,South America,Buenos Aires,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,05/05/2017 15:37,Second Class
DEBIT,2,2,2.211.000.061,Shipping on time,0,Men's Footwear,Puerto Rico,2183,Consumer,Brasil,5/20/2017 16:18,59646,149267,1.299.900.055,1,1.299.900.055,1.228.399.963,2.211.000.061,South America,São Paulo,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,5/22/2017 16:18,Second Class
DEBIT,4,2,3.991.999.817,Late delivery,1,Men's Footwear,Puerto Rico,8398,Consumer,Brasil,5/30/2015 15:43,10253,25657,1.299.900.055,1,1.299.900.055,1.228.399.963,3.991.999.817,South America,Minas Gerais,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,06/03/2015 15:43,Second Class
DEBIT,2,2,4.800.000.191,Shipping on time,0,Cleats,Puerto Rico,11352,Consumer,Brasil,6/17/2017 11:42,61551,153910,5.999.000.168,1,5.999.000.168,5.459.000.015,4.800.000.191,South America,Minas Gerais,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,6/19/2017 11:42,Second Class
DEBIT,6,2,5.031.000.137,Late delivery,1,Men's Footwear,Puerto Rico,3395,Consumer,Brasil,1/30/2015 11:20,2020,5061,1.299.900.055,1,1.299.900.055,1.169.899.979,5.031.000.137,South America,Bahía,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,02/05/2015 11:20,Second Class
DEBIT,6,2,3.540.000.153,Late delivery,1,Men's Footwear,Puerto Rico,5885,Consumer,Brasil,1/17/2015 23:48,1165,2890,1.299.900.055,1,1.299.900.055,1.130.899.963,3.540.000.153,South America,Paraná,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,1/23/2015 23:48,Second Class
DEBIT,2,2,3.779.999.971,Shipping on time,0,Cleats,Puerto Rico,7215,Consumer,Brasil,06/10/2017 2:46,61046,152702,5.999.000.168,1,5.999.000.168,5.038.999.939,3.779.999.971,South America,Río de Janeiro,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/12/2017 2:46,Second Class
DEBIT,4,2,3.822.000.122,Late delivery,1,Men's Footwear,Puerto Rico,4755,Consumer,Brasil,1/27/2017 12:04,51893,129667,1.299.900.055,1,1.299.900.055,1.091.900.024,3.822.000.122,South America,Alagoas,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,1/31/2017 12:04,Second Class
DEBIT,3,2,1.103.999.996,Late delivery,1,Cleats,Puerto Rico,1786,Consumer,Brasil,5/27/2015 10:18,10032,25067,5.999.000.168,1,5.999.000.168,4.799.000.168,1.103.999.996,South America,Alagoas,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,5/30/2015 10:18,Second Class
DEBIT,6,2,3.015.999.985,Late delivery,1,Men's Footwear,Puerto Rico,11991,Consumer,Brasil,06/12/2017 3:28,61185,153055,1.299.900.055,1,1.299.900.055,1.039.899.979,3.015.999.985,South America,Pernambuco,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,6/18/2017 3:28,Second Class
DEBIT,4,2,-31.5,Late delivery,1,Women's Apparel,Puerto Rico,8398,Consumer,Brasil,5/30/2015 15:43,10253,25656,50,1,50,45,-31.5,South America,Minas Gerais,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,06/03/2015 15:43,Second Class
DEBIT,3,2,4.800.000.191,Late delivery,1,Women's Apparel,Puerto Rico,5125,Consumer,Brasil,5/27/2015 5:03,10017,25025,50,1,50,42.5,4.800.000.191,South America,Santa Catarina,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/30/2015 5:03,Second Class
DEBIT,3,2,36,Late delivery,1,Camping & Hiking,Puerto Rico,8617,Consumer,Brasil,6/16/2017 13:17,61487,153773,299.980.011,1,299.980.011,287.980.011,36,South America,Minas Gerais,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/19/2017 13:17,Second Class
DEBIT,6,2,3.561.999.893,Late delivery,1,Camping & Hiking,Puerto Rico,3677,Consumer,Brasil,05/08/2017 7:54,58800,147176,299.980.011,1,299.980.011,284.980.011,3.561.999.893,South America,Rio Grande do Sul,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/14/2017 7:54,Second Class
DEBIT,3,2,18,Late delivery,1,Fishing,Puerto Rico,5125,Consumer,Brasil,5/27/2015 5:03,10017,25022,399.980.011,1,399.980.011,359.980.011,18,South America,Santa Catarina,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/30/2015 5:03,Second Class
DEBIT,6,2,6.863.999.939,Late delivery,1,Camping & Hiking,Puerto Rico,11534,Consumer,Brasil,06/04/2017 20:18,60685,151890,299.980.011,1,299.980.011,263.980.011,6.863.999.939,South America,São Paulo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,06/10/2017 20:18,Second Class
DEBIT,2,2,8.923.000.336,Shipping on time,0,Camping & Hiking,Puerto Rico,7749,Consumer,Brasil,4/22/2017 12:08,57716,144391,299.980.011,1,299.980.011,263.980.011,8.923.000.336,South America,Río de Janeiro,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/24/2017 12:08,Second Class
DEBIT,6,2,1.654.299.927,Late delivery,1,Fishing,Puerto Rico,10434,Consumer,Argentina,4/18/2015 11:56,7365,18443,399.980.011,1,399.980.011,351.980.011,1.654.299.927,South America,Buenos Aires,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/24/2015 11:56,Second Class
DEBIT,6,2,-3.390.000.105,Late delivery,1,Camping & Hiking,Puerto Rico,11534,Consumer,Brasil,06/04/2017 20:18,60685,151889,299.980.011,1,299.980.011,260.980.011,-3.390.000.105,South America,São Paulo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,06/10/2017 20:18,Second Class
DEBIT,2,2,-1.740.800.018,Shipping on time,0,Camping & Hiking,Puerto Rico,8769,Consumer,Brasil,04/01/2017 13:23,56281,140763,299.980.011,1,299.980.011,260.980.011,-1.740.800.018,South America,São Paulo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,04/03/2017 13:23,Second Class
DEBIT,2,2,195.699.997,Shipping on time,0,Camping & Hiking,Puerto Rico,7415,Consumer,Brasil,03/09/2015 7:05,4611,11570,299.980.011,1,299.980.011,260.980.011,195.699.997,South America,Pernambuco,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,03/11/2015 7:05,Second Class
DEBIT,4,2,3.797.000.122,Late delivery,1,Fishing,Puerto Rico,8398,Consumer,Brasil,5/30/2015 15:43,10253,25658,399.980.011,1,399.980.011,335.980.011,3.797.000.122,South America,Minas Gerais,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/03/2015 15:43,Second Class
DEBIT,5,2,8.929.000.092,Late delivery,1,Camping & Hiking,Puerto Rico,4490,Consumer,Argentina,4/30/2017 15:37,58274,145818,299.980.011,1,299.980.011,2.459.799.957,8.929.000.092,South America,Buenos Aires,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,05/05/2017 15:37,Second Class
DEBIT,3,2,-4.297.000.122,Late delivery,1,Camping & Hiking,Puerto Rico,11553,Consumer,Brasil,04/02/2015 18:15,6287,15733,299.980.011,1,299.980.011,2.249.900.055,-4.297.000.122,South America,Rio Grande do Sul,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,04/05/2015 18:15,Second Class
